Latitude,Longitude,SA2_code_2021,SA3_code_2021,State_name_2021,SA2_name_2021,SA3_name_2021,SA4_name_2021,GCCSA_name_2021
-37.2834,139.88316666666665,407021151.0,40702.0,South Australia,Kingston - Robe,Limestone Coast,South Australia - South East,Rest of SA
-34.9102,137.79579999999999,405041128.0,40504.0,South Australia,Yorke Peninsula - South,Yorke Peninsula,Barossa - Yorke - Mid North,Rest of SA
-32.973775,138.222975,405031121.0,40503.0,South Australia,Peterborough - Mount Remarkable,Mid North,Barossa - Yorke - Mid North,Rest of SA
-34.70165,138.66315,402021029.0,40202.0,South Australia,Davoren Park,Playford,Adelaide - North,Greater Adelaide
-35.76740689655172,137.28710344827587,407011145.0,40701.0,South Australia,Kangaroo Island,Fleurieu - Kangaroo Island,South Australia - South East,Rest of SA
-27.5478,135.4474,406021141.0,40602.0,South Australia,Outback,Outback - North and East,South Australia - Outback,Rest of SA
-35.05285,140.833675,407031161.0,40703.0,South Australia,Karoonda - Lameroo,Murray and Mallee,South Australia - South East,Rest of SA
-34.67275,137.80275,405041127.0,40504.0,South Australia,Yorke Peninsula - North,Yorke Peninsula,Barossa - Yorke - Mid North,Rest of SA
-34.464729999999996,137.88039,405041127.0,40504.0,South Australia,Yorke Peninsula - North,Yorke Peninsula,Barossa - Yorke - Mid North,Rest of SA
-33.14505,139.0058,405021118.0,40502.0,South Australia,Goyder,Lower North,Barossa - Yorke - Mid North,Rest of SA
-36.3653625,140.759575,407021157.0,40702.0,South Australia,Tatiara,Limestone Coast,South Australia - South East,Rest of SA
-30.567999999999998,138.70184999999998,406021141.0,40602.0,South Australia,Outback,Outback - North and East,South Australia - Outback,Rest of SA
-34.9517,138.6941,401021010.0,40102.0,South Australia,Uraidla - Summertown,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-35.026266666666665,138.81216666666668,401021005.0,40102.0,South Australia,Hahndorf - Echunga,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-35.4657,140.6103,407031161.0,40703.0,South Australia,Karoonda - Lameroo,Murray and Mallee,South Australia - South East,Rest of SA
-34.966,138.5331,404031107.0,40403.0,South Australia,Plympton,West Torrens,Adelaide - West,Greater Adelaide
-31.0163,138.49736666666666,406021141.0,40602.0,South Australia,Outback,Outback - North and East,South Australia - Outback,Rest of SA
-35.05364,139.19995333333333,407031166.0,40703.0,South Australia,Murray Bridge Surrounds,Murray and Mallee,South Australia - South East,Rest of SA
-37.10515,140.32246666666666,407021155.0,40702.0,South Australia,Naracoorte Surrounds,Limestone Coast,South Australia - South East,Rest of SA
-34.79286666666667,138.8579,401021003.0,40102.0,South Australia,Adelaide Hills,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-33.1245,135.5974,406011132.0,40601.0,South Australia,Le Hunte - Elliston,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-34.909061538461536,137.38002307692307,,,,,,,
-35.3353,138.66240000000002,407011147.0,40701.0,South Australia,Strathalbyn Surrounds,Fleurieu - Kangaroo Island,South Australia - South East,Rest of SA
-34.99255,138.703125,401021004.0,40102.0,South Australia,Aldgate - Stirling,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-33.0234,137.5123,406011136.0,40601.0,South Australia,Whyalla,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-35.189350000000005,140.08125,407031161.0,40703.0,South Australia,Karoonda - Lameroo,Murray and Mallee,South Australia - South East,Rest of SA
-33.5722,135.86624999999998,406011132.0,40601.0,South Australia,Le Hunte - Elliston,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-32.66557857142857,138.55822142857144,405031121.0,40503.0,South Australia,Peterborough - Mount Remarkable,Mid North,Barossa - Yorke - Mid North,Rest of SA
-34.156439999999996,139.91396,407031170.0,40703.0,South Australia,Waikerie,Murray and Mallee,South Australia - South East,Rest of SA
-33.916799999999995,138.0168,405021119.0,40502.0,South Australia,Wakefield - Barunga West,Lower North,Barossa - Yorke - Mid North,Rest of SA
-34.69616,139.96722,407031161.0,40703.0,South Australia,Karoonda - Lameroo,Murray and Mallee,South Australia - South East,Rest of SA
-35.43481666666667,138.96826666666666,407011147.0,40701.0,South Australia,Strathalbyn Surrounds,Fleurieu - Kangaroo Island,South Australia - South East,Rest of SA
-34.64307142857143,138.8997857142857,405011112.0,40501.0,South Australia,Lyndoch,Barossa,Barossa - Yorke - Mid North,Rest of SA
-31.226399999999998,136.81175000000002,406021141.0,40602.0,South Australia,Outback,Outback - North and East,South Australia - Outback,Rest of SA
-32.97318666666667,137.60196,406011137.0,40601.0,South Australia,Whyalla - North,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-34.81555,139.1991,407031164.0,40703.0,South Australia,Mannum,Murray and Mallee,South Australia - South East,Rest of SA
-32.855450000000005,138.41525000000001,405031121.0,40503.0,South Australia,Peterborough - Mount Remarkable,Mid North,Barossa - Yorke - Mid North,Rest of SA
-35.7844,137.76016666666666,407011145.0,40701.0,South Australia,Kangaroo Island,Fleurieu - Kangaroo Island,South Australia - South East,Rest of SA
-33.5946875,136.9121,406011131.0,40601.0,South Australia,Kimba - Cleve - Franklin Harbour,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-34.035938461538464,139.5997076923077,407031170.0,40703.0,South Australia,Waikerie,Murray and Mallee,South Australia - South East,Rest of SA
-37.48648333333333,140.5798166666667,407021158.0,40702.0,South Australia,Wattle Range,Limestone Coast,South Australia - South East,Rest of SA
-31.9194,138.3175666666667,406021140.0,40602.0,South Australia,Quorn - Lake Gilles,Outback - North and East,South Australia - Outback,Rest of SA
-35.23,138.4771,403041178.0,40304.0,South Australia,Seaford Rise - Moana,Onkaparinga,Adelaide - South,Greater Adelaide
-34.242200000000004,137.9789,405041127.0,40504.0,South Australia,Yorke Peninsula - North,Yorke Peninsula,Barossa - Yorke - Mid North,Rest of SA
-34.8534,138.8325,401021003.0,40102.0,South Australia,Adelaide Hills,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-34.9197,139.019,401021008.0,40102.0,South Australia,Mount Barker Surrounds,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-34.4531,138.8147,405011111.0,40501.0,South Australia,Light,Barossa,Barossa - Yorke - Mid North,Rest of SA
-33.2678,138.359,405031120.0,40503.0,South Australia,Jamestown,Mid North,Barossa - Yorke - Mid North,Rest of SA
-34.7389,137.8684,,,,,,,
-33.9303,138.154,405021119.0,40502.0,South Australia,Wakefield - Barunga West,Lower North,Barossa - Yorke - Mid North,Rest of SA
-34.9789,138.73,401021004.0,40102.0,South Australia,Aldgate - Stirling,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-33.491885714285715,138.6192,405031120.0,40503.0,South Australia,Jamestown,Mid North,Barossa - Yorke - Mid North,Rest of SA
-33.929775,139.082675,405021118.0,40502.0,South Australia,Goyder,Lower North,Barossa - Yorke - Mid North,Rest of SA
-37.2932,140.8455,407021156.0,40702.0,South Australia,Penola,Limestone Coast,South Australia - South East,Rest of SA
-33.35874285714286,138.95008571428573,405021118.0,40502.0,South Australia,Goyder,Lower North,Barossa - Yorke - Mid North,Rest of SA
-33.696075,138.45925,405021119.0,40502.0,South Australia,Wakefield - Barunga West,Lower North,Barossa - Yorke - Mid North,Rest of SA
-36.374950000000005,140.5443,407021157.0,40702.0,South Australia,Tatiara,Limestone Coast,South Australia - South East,Rest of SA
-34.93435,138.7456,401021010.0,40102.0,South Australia,Uraidla - Summertown,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-34.993,138.8252,401021006.0,40102.0,South Australia,Lobethal - Woodside,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-34.8074,138.7601,401021003.0,40102.0,South Australia,Adelaide Hills,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-34.9211,138.8252,401021006.0,40102.0,South Australia,Lobethal - Woodside,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-34.1165,136.3523,,,,,,,
-32.6462,138.1159,405031121.0,40503.0,South Australia,Peterborough - Mount Remarkable,Mid North,Barossa - Yorke - Mid North,Rest of SA
-36.37276666666667,140.90676666666664,407021157.0,40702.0,South Australia,Tatiara,Limestone Coast,South Australia - South East,Rest of SA
-33.02183333333333,135.43963333333332,406011132.0,40601.0,South Australia,Le Hunte - Elliston,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-35.3012,140.6837,407031161.0,40703.0,South Australia,Karoonda - Lameroo,Murray and Mallee,South Australia - South East,Rest of SA
-32.9348,138.00866666666667,405031121.0,40503.0,South Australia,Peterborough - Mount Remarkable,Mid North,Barossa - Yorke - Mid North,Rest of SA
-31.499185714285716,136.93205714285713,406021141.0,40602.0,South Australia,Outback,Outback - North and East,South Australia - Outback,Rest of SA
-35.024566666666665,137.2048,405041128.0,40504.0,South Australia,Yorke Peninsula - South,Yorke Peninsula,Barossa - Yorke - Mid North,Rest of SA
-34.2439,140.5682,407031159.0,40703.0,South Australia,Barmera,Murray and Mallee,South Australia - South East,Rest of SA
-34.9219,138.7318,401021010.0,40102.0,South Australia,Uraidla - Summertown,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-35.74385,139.74325,407031169.0,40703.0,South Australia,The Coorong,Murray and Mallee,South Australia - South East,Rest of SA
-34.324525,140.3385,407031163.0,40703.0,South Australia,Loxton Surrounds,Murray and Mallee,South Australia - South East,Rest of SA
-34.6368,140.59175384615384,407031163.0,40703.0,South Australia,Loxton Surrounds,Murray and Mallee,South Australia - South East,Rest of SA
-34.9007,138.75945000000002,401021010.0,40102.0,South Australia,Uraidla - Summertown,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-33.5345,138.2193,405031123.0,40503.0,South Australia,Port Pirie Surrounds,Mid North,Barossa - Yorke - Mid North,Rest of SA
-32.374199999999995,140.0389142857143,406021141.0,40602.0,South Australia,Outback,Outback - North and East,South Australia - Outback,Rest of SA
-34.56774,139.71071999999998,407031164.0,40703.0,South Australia,Mannum,Murray and Mallee,South Australia - South East,Rest of SA
-32.600300000000004,134.60685,406011134.0,40601.0,South Australia,West Coast (SA),Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-33.11173333333333,138.34313333333333,405031120.0,40503.0,South Australia,Jamestown,Mid North,Barossa - Yorke - Mid North,Rest of SA
-29.86035,138.1705,406021141.0,40602.0,South Australia,Outback,Outback - North and East,South Australia - Outback,Rest of SA
-33.4693,138.4462,405031120.0,40503.0,South Australia,Jamestown,Mid North,Barossa - Yorke - Mid North,Rest of SA
-33.5683,138.4509,405031120.0,40503.0,South Australia,Jamestown,Mid North,Barossa - Yorke - Mid North,Rest of SA
-33.0974875,134.5360875,406011134.0,40601.0,South Australia,West Coast (SA),Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-35.0266,138.6621,403031067.0,40303.0,South Australia,Blackwood,Mitcham,Adelaide - South,Greater Adelaide
-34.301474999999996,138.5401,405021119.0,40502.0,South Australia,Wakefield - Barunga West,Lower North,Barossa - Yorke - Mid North,Rest of SA
-34.08022857142857,137.94862857142857,405021119.0,40502.0,South Australia,Wakefield - Barunga West,Lower North,Barossa - Yorke - Mid North,Rest of SA
-34.9369,138.7702,401021010.0,40102.0,South Australia,Uraidla - Summertown,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-34.044200000000004,139.76055,407031170.0,40703.0,South Australia,Waikerie,Murray and Mallee,South Australia - South East,Rest of SA
-32.328959999999995,138.54698000000002,405031121.0,40503.0,South Australia,Peterborough - Mount Remarkable,Mid North,Barossa - Yorke - Mid North,Rest of SA
-33.47365,139.00695000000002,405021118.0,40502.0,South Australia,Goyder,Lower North,Barossa - Yorke - Mid North,Rest of SA
-34.2485,138.7473,405021117.0,40502.0,South Australia,Gilbert Valley,Lower North,Barossa - Yorke - Mid North,Rest of SA
-33.870075,136.287725,406011131.0,40601.0,South Australia,Kimba - Cleve - Franklin Harbour,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-33.0298,138.7481,405031121.0,40503.0,South Australia,Peterborough - Mount Remarkable,Mid North,Barossa - Yorke - Mid North,Rest of SA
-34.461875,138.65725,405011111.0,40501.0,South Australia,Light,Barossa,Barossa - Yorke - Mid North,Rest of SA
-34.2312,136.1267,406011130.0,40601.0,South Australia,Eyre Peninsula,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-34.22255,140.34205,407031163.0,40703.0,South Australia,Loxton Surrounds,Murray and Mallee,South Australia - South East,Rest of SA
-34.8101,138.7872,401021003.0,40102.0,South Australia,Adelaide Hills,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-34.244550000000004,135.78300000000002,406011130.0,40601.0,South Australia,Eyre Peninsula,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-33.828199999999995,138.8331,405021118.0,40502.0,South Australia,Goyder,Lower North,Barossa - Yorke - Mid North,Rest of SA
-34.94215,138.7193,401021010.0,40102.0,South Australia,Uraidla - Summertown,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-35.787662499999996,137.9240125,407011145.0,40701.0,South Australia,Kangaroo Island,Fleurieu - Kangaroo Island,South Australia - South East,Rest of SA
-34.910725,140.142575,407031161.0,40703.0,South Australia,Karoonda - Lameroo,Murray and Mallee,South Australia - South East,Rest of SA
-34.9317,138.7991,401021006.0,40102.0,South Australia,Lobethal - Woodside,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-34.9681,138.7672,401021010.0,40102.0,South Australia,Uraidla - Summertown,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-33.026025,135.0969,406011132.0,40601.0,South Australia,Le Hunte - Elliston,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-34.7973,138.5302,404021103.0,40402.0,South Australia,Torrens Island,Port Adelaide - West,Adelaide - West,Greater Adelaide
-33.9971,138.813,405021117.0,40502.0,South Australia,Gilbert Valley,Lower North,Barossa - Yorke - Mid North,Rest of SA
-33.5566,136.09052,406011131.0,40601.0,South Australia,Kimba - Cleve - Franklin Harbour,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-35.2187,139.7034,407031169.0,40703.0,South Australia,The Coorong,Murray and Mallee,South Australia - South East,Rest of SA
-33.845,138.4814,405021119.0,40502.0,South Australia,Wakefield - Barunga West,Lower North,Barossa - Yorke - Mid North,Rest of SA
-36.04205,139.9101,407031169.0,40703.0,South Australia,The Coorong,Murray and Mallee,South Australia - South East,Rest of SA
-34.9593,138.7451,401021010.0,40102.0,South Australia,Uraidla - Summertown,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-33.2098,138.82389999999998,405021118.0,40502.0,South Australia,Goyder,Lower North,Barossa - Yorke - Mid North,Rest of SA
-33.97325,138.64929999999998,405021117.0,40502.0,South Australia,Gilbert Valley,Lower North,Barossa - Yorke - Mid North,Rest of SA
-33.223800000000004,135.84486666666666,406011131.0,40601.0,South Australia,Kimba - Cleve - Franklin Harbour,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-33.366,138.3978,405031120.0,40503.0,South Australia,Jamestown,Mid North,Barossa - Yorke - Mid North,Rest of SA
-32.8195,138.197,405031121.0,40503.0,South Australia,Peterborough - Mount Remarkable,Mid North,Barossa - Yorke - Mid North,Rest of SA
-35.0302,138.68725,401021004.0,40102.0,South Australia,Aldgate - Stirling,Adelaide Hills,Adelaide - Central and Hills,Greater Adelaide
-34.0851,135.617525,406011130.0,40601.0,South Australia,Eyre Peninsula,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-34.2494,137.7637,405041127.0,40504.0,South Australia,Yorke Peninsula - North,Yorke Peninsula,Barossa - Yorke - Mid North,Rest of SA
-34.70485,140.29255,407031161.0,40703.0,South Australia,Karoonda - Lameroo,Murray and Mallee,South Australia - South East,Rest of SA
-36.8725,140.2095,407021151.0,40702.0,South Australia,Kingston - Robe,Limestone Coast,South Australia - South East,Rest of SA
-33.6908,138.6375,405021117.0,40502.0,South Australia,Gilbert Valley,Lower North,Barossa - Yorke - Mid North,Rest of SA
-34.4143,135.6954,406011130.0,40601.0,South Australia,Eyre Peninsula,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-33.903099999999995,138.73335,405021117.0,40502.0,South Australia,Gilbert Valley,Lower North,Barossa - Yorke - Mid North,Rest of SA
-32.9461,135.2737,406011132.0,40601.0,South Australia,Le Hunte - Elliston,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
-37.69894,144.7586,213011339.0,21301.0,Victoria,Sydenham,Brimbank,Melbourne - West,Greater Melbourne
-30.210265,153.00205,104021086.0,10402.0,New South Wales,Coramba - Nana Glen - Bucca,Coffs Harbour,Coffs Harbour - Grafton,Rest of NSW
-33.8258,151.1993,121041414.0,12104.0,New South Wales,Crows Nest - Waverton,North Sydney - Mosman,Sydney - North Sydney and Hornsby,Greater Sydney
-28.12395,153.45965,309021233.0,30902.0,Queensland,Elanora,Coolangatta,Gold Coast,Rest of Qld
-35.002508,117.838284,509011233.0,50901.0,Western Australia,McKail - Willyung,Albany,Western Australia - Wheat Belt,Rest of WA
-41.257508333333334,146.2821875,604021092.0,60402.0,Tasmania,Turners Beach - Forth,Devonport,West and North West,Rest of Tas.
-33.9383,151.108,119041377.0,11904.0,New South Wales,Kingsgrove (South) - Bardwell Park,Kogarah - Rockdale,Sydney - Inner South West,Greater Sydney
-37.760975,144.948425,206011107.0,20601.0,Victoria,Brunswick West,Brunswick - Coburg,Melbourne - Inner,Greater Melbourne
-33.8678,151.2073,117031644.0,11703.0,New South Wales,Sydney (North) - Millers Point,Sydney Inner City,Sydney - City and Inner South,Greater Sydney
-27.400175,152.98829999999998,302011025.0,30201.0,Queensland,Everton Park,Bald Hills - Everton Park,Brisbane - North,Greater Brisbane
-32.82386666666667,151.48596666666666,106011111.0,10601.0,New South Wales,Kurri Kurri - Abermain,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW
-37.814,144.9633,206041503.0,20604.0,Victoria,Melbourne CBD - East,Melbourne City,Melbourne - Inner,Greater Melbourne
-34.04402857142857,151.06768571428572,128021538.0,12802.0,New South Wales,Sutherland - Kirrawee,Sutherland - Menai - Heathcote,Sydney - Sutherland,Greater Sydney
-31.318825,142.89545833333332,105021098.0,10502.0,New South Wales,Far West,Broken Hill and Far West,Far West and Orana,Rest of NSW
-43.17716071428571,146.9940142857143,603021070.0,60302.0,Tasmania,Cygnet,Huon - Bruny Island,South East,Rest of Tas.
-16.91542857142857,145.73350714285715,306021151.0,30602.0,Queensland,Manoora,Cairns - South,Cairns,Rest of Qld
-37.68083333333333,144.9248,210051242.0,21005.0,Victoria,Broadmeadows,Tullamarine - Broadmeadows,Melbourne - North West,Greater Melbourne
-37.0577,142.77885,215011392.0,21501.0,Victoria,Stawell,Grampians,North West,Rest of Vic.
-37.89391666666666,144.64633333333333,213051468.0,21305.0,Victoria,Werribee - West,Wyndham,Melbourne - West,Greater Melbourne
-31.474110000000003,116.4675,509021244.0,50902.0,Western Australia,Toodyay,Wheat Belt - North,Western Australia - Wheat Belt,Rest of WA
-38.1966,144.56206666666665,203031048.0,20303.0,Victoria,Clifton Springs,Surf Coast - Bellarine Peninsula,Geelong,Rest of Vic.
-33.8112,151.10366666666667,126021724.0,12602.0,New South Wales,Ryde - North,Ryde - Hunters Hill,Sydney - Ryde,Greater Sydney
-31.8654625,115.98,504031062.0,50403.0,Western Australia,Lockridge - Kiara,Swan,Perth - North East,Greater Perth
-34.37563333333333,150.90445,107041145.0,10704.0,New South Wales,Corrimal - Tarrawanna - Bellambi,Wollongong,Illawarra,Rest of NSW
-28.0982,153.40435,309081262.0,30908.0,Queensland,Varsity Lakes,Robina,Gold Coast,Rest of Qld
-36.2405375,145.4851625,216031418.0,21603.0,Victoria,Shepparton Surrounds - East,Shepparton,Shepparton,Rest of Vic.
-38.20612222222222,144.32141111111113,203021487.0,20302.0,Victoria,Grovedale - Mount Duneed,Geelong,Geelong,Rest of Vic.
-28.221484615384615,153.47084615384617,112031254.0,11203.0,New South Wales,Tweed Heads,Tweed Valley,Richmond - Tweed,Rest of NSW
-37.787459999999996,145.23522,211021261.0,21102.0,Victoria,Donvale - Park Orchards,Manningham - East,Melbourne - Outer East,Greater Melbourne
-37.8887,145.2499,211011254.0,21101.0,Victoria,Knoxfield - Scoresby,Knox,Melbourne - Outer East,Greater Melbourne
-27.45135,153.007675,305031126.0,30503.0,Queensland,Kelvin Grove - Herston,Brisbane Inner - North,Brisbane Inner City,Greater Brisbane
-34.046499999999995,151.10305,128011530.0,12801.0,New South Wales,Miranda - Yowie Bay,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Greater Sydney
-37.579771428571426,142.66282857142858,215011387.0,21501.0,Victoria,Ararat Surrounds,Grampians,North West,Rest of Vic.
-42.8288,147.27296666666666,601031017.0,60103.0,Tasmania,Glenorchy,Hobart - North West,Hobart,Greater Hobart
-37.835040000000006,145.03906,207011520.0,20701.0,Victoria,Hawthorn - South,Boroondara,Melbourne - Inner East,Greater Melbourne
-27.643424999999997,152.2593,317011451.0,31701.0,Queensland,Lockyer Valley - West,Toowoomba,Toowoomba,Rest of Qld
-23.70241111111111,133.8727722222222,702011047.0,70201.0,Northern Territory,Flynn (NT),Alice Springs,Northern Territory - Outback,Rest of NT
-34.9006,138.5702,404011093.0,40401.0,South Australia,Hindmarsh - Brompton,Charles Sturt,Adelaide - West,Greater Adelaide
-37.8183,144.9445,206041118.0,20604.0,Victoria,Docklands,Melbourne City,Melbourne - Inner,Greater Melbourne
-27.844975,153.30275,309071557.0,30907.0,Queensland,Upper Coomera - North,Ormeau - Oxenford,Gold Coast,Rest of Qld
-28.000077777777776,153.41225555555556,309101268.0,30910.0,Queensland,Bundall,Surfers Paradise,Gold Coast,Rest of Qld
-34.9287,138.5986,401011001.0,40101.0,South Australia,Adelaide,Adelaide City,Adelaide - Central and Hills,Greater Adelaide
-37.6633,145.0615,209041220.0,20904.0,Victoria,Mill Park - North,Whittlesea - Wallan,Melbourne - North East,Greater Melbourne
-37.78046666666666,145.1632,207021424.0,20702.0,Victoria,Doncaster East - North,Manningham - West,Melbourne - Inner East,Greater Melbourne
-38.28873333333334,146.42305555555558,205041094.0,20504.0,Victoria,Churchill,Latrobe Valley,Latrobe - Gippsland,Rest of Vic.
-27.78555714285714,124.25414285714285,511031283.0,51103.0,Western Australia,Leinster - Leonora,Goldfields,Western Australia - Outback (South),Rest of WA
-33.83833333333334,151.08646666666667,120011672.0,12001.0,New South Wales,Concord West - North Strathfield,Canada Bay,Sydney - Inner West,Greater Sydney
-37.5699,141.3542,217011420.0,21701.0,Victoria,Glenelg (Vic.),Glenelg - Southern Grampians,Warrnambool and South West,Rest of Vic.
-31.701494736842104,152.71591578947368,108041162.0,10804.0,New South Wales,Laurieton - Bonny Hills,Port Macquarie,Mid North Coast,Rest of NSW
-37.92165,145.06645,208021426.0,20802.0,Victoria,Bentleigh East - North,Glen Eira,Melbourne - Inner South,Greater Melbourne
-37.530775,143.81865,201011008.0,20101.0,Victoria,Wendouree - Miners Rest,Ballarat,Ballarat,Rest of Vic.
-33.628470588235295,141.9884588235294,109021179.0,10902.0,New South Wales,Wentworth-Balranald Region,Lower Murray,Murray,Rest of NSW
-37.963433333333334,145.06289999999998,208031188.0,20803.0,Victoria,Highett (East) - Cheltenham,Kingston,Melbourne - Inner South,Greater Melbourne
-27.502650000000003,152.976775,304031094.0,30403.0,Queensland,Indooroopilly,Sherwood - Indooroopilly,Brisbane - West,Greater Brisbane
-27.463233333333335,153.02635,305011111.0,30501.0,Queensland,Spring Hill,Brisbane Inner,Brisbane Inner City,Greater Brisbane
-33.8934,151.2067,117031642.0,11703.0,New South Wales,Redfern,Sydney Inner City,Sydney - City and Inner South,Greater Sydney
-27.074163636363632,152.97515454545453,313021572.0,31302.0,Queensland,Caboolture - East,Caboolture,Moreton Bay - North,Greater Brisbane
-28.056475,153.3845,309081260.0,30908.0,Queensland,Merrimac,Robina,Gold Coast,Rest of Qld
-33.866075,151.2040125,117031644.0,11703.0,New South Wales,Sydney (North) - Millers Point,Sydney Inner City,Sydney - City and Inner South,Greater Sydney
-32.72725,152.152975,106031121.0,10603.0,New South Wales,Nelson Bay Peninsula,Port Stephens,Hunter Valley exc Newcastle,Rest of NSW
-37.858000000000004,145.07475,207011150.0,20701.0,Victoria,Glen Iris - East,Boroondara,Melbourne - Inner East,Greater Melbourne
-37.995533333333334,145.2053,212041564.0,21204.0,Victoria,Dandenong - South,Dandenong,Melbourne - South East,Greater Melbourne
-33.89072,151.26471999999998,118011339.0,11801.0,New South Wales,Bondi - Tamarama - Bronte,Eastern Suburbs - North,Sydney - Eastern Suburbs,Greater Sydney
-27.963685714285713,153.36697142857142,309091264.0,30909.0,Queensland,Molendinar,Southport,Gold Coast,Rest of Qld
-33.699,150.878,116021632.0,11602.0,New South Wales,Schofields - East,Blacktown - North,Sydney - Blacktown,Greater Sydney
-27.358600000000003,153.03612,302041046.0,30204.0,Queensland,Zillmere,Sandgate,Brisbane - North,Greater Brisbane
-37.752,144.7586142857143,213011569.0,21301.0,Victoria,Deer Park,Brimbank,Melbourne - West,Greater Melbourne
-37.7855,145.1246,207021157.0,20702.0,Victoria,Doncaster,Manningham - West,Melbourne - Inner East,Greater Melbourne
-35.30883333333333,149.13653333333335,801061129.0,80106.0,Australian Capital Territory,Barton,South Canberra,Australian Capital Territory,Australian Capital Territory
-31.80035,115.7952,505011078.0,50501.0,Western Australia,Kingsley,Joondalup,Perth - North West,Greater Perth
-33.918733333333336,151.17046666666667,117021328.0,11702.0,New South Wales,Sydenham - Tempe - St Peters,Marrickville - Sydenham - Petersham,Sydney - City and Inner South,Greater Sydney
-37.95955,145.1843,212041459.0,21204.0,Victoria,Noble Park - East,Dandenong,Melbourne - South East,Greater Melbourne
-37.813,144.9611,206041505.0,20604.0,Victoria,Melbourne CBD - West,Melbourne City,Melbourne - Inner,Greater Melbourne
-32.92836666666667,151.7033,111031225.0,11103.0,New South Wales,Lambton - New Lambton,Newcastle,Newcastle and Lake Macquarie,Rest of NSW
-37.8023,144.86338,213031351.0,21303.0,Victoria,West Footscray - Tottenham,Maribyrnong,Melbourne - West,Greater Melbourne
-41.4503,147.13891999999998,602011047.0,60201.0,Tasmania,South Launceston,Launceston,Launceston and North East,Rest of Tas.
-32.56875079365079,151.11715714285714,106011113.0,10601.0,New South Wales,Singleton Surrounds,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW
-34.044842857142854,150.7510142857143,123011701.0,12301.0,New South Wales,Mount Annan,Camden,Sydney - Outer South West,Greater Sydney
-32.906933333333335,151.7023,111031234.0,11103.0,New South Wales,Waratah - North Lambton,Newcastle,Newcastle and Lake Macquarie,Rest of NSW
-27.12865,152.91115000000002,313041374.0,31304.0,Queensland,Morayfield,Narangba - Burpengary,Moreton Bay - North,Greater Brisbane
-33.84915,150.930475,127021519.0,12702.0,New South Wales,Smithfield - Wetherill Park,Fairfield,Sydney - South West,Greater Sydney
-38.123999999999995,145.3646,212031303.0,21203.0,Victoria,Cranbourne South,Casey - South,Melbourne - South East,Greater Melbourne
-37.78076,144.8264,213011328.0,21301.0,Victoria,Ardeer - Albion,Brimbank,Melbourne - West,Greater Melbourne
-33.82485714285714,151.1936142857143,121011685.0,12101.0,New South Wales,Greenwich - Riverview,Chatswood - Lane Cove,Sydney - North Sydney and Hornsby,Greater Sydney
-37.74798,145.07292,209011198.0,20901.0,Victoria,Heidelberg - Rosanna,Banyule,Melbourne - North East,Greater Melbourne
-37.8496,145.11533333333333,207031165.0,20703.0,Victoria,Burwood (Vic.),Whitehorse - West,Melbourne - Inner East,Greater Melbourne
-35.1828,149.1371,801041040.0,80104.0,Australian Capital Territory,Gungahlin,Gungahlin,Australian Capital Territory,Australian Capital Territory
